Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.11,ontwerpen van systemen en producten,http://data.europa.eu/esco/skill/S1.11.3,ontwikkelen van recepten en menu’s,Combining innovative and creative ideas to come up with new recipes for food and beverage products and to create new menus.,"Examples:
- Compile cooking recipes
- Create new food products
- Develop new confectionery products",S,S1,S1.11,S1.11.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.11,ontwerpen van systemen en producten,http://data.europa.eu/esco/skill/S1.11.4,ontwerpen van structuren en faciliteiten,"Creating a plan or specification for the design and development of physical structures such as buildings, urban infrastructure, or open spaces.","Examples:
- Design safety equipment
- Design pharmaceutical manufacturing systems
- Design buildings
- Create new landscape designs",S,S1,S1.11,S1.11.4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.11,ontwerpen van systemen en producten,http://data.europa.eu/esco/skill/S1.11.5,"ontwerpen van industriële materialen, systemen en producten","Creating or executing a plan or specification for the design of industrial, materials, products, or production systems, based on aesthetic and/or functional design concepts.","Excludes:
- Designing electrical or electronic systems or equipment

Examples:
- Design infrastructure for surface mines
- Design woven fabrics
- Create new enamels",S,S1,S1.11,S1.11.5
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.12,"creëren van artistieke, visuele of leerzame materialen",,,"Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.",,S,S1,S1.12
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.12,"creëren van artistieke, visuele of leerzame materialen",http://data.europa.eu/esco/skill/S1.12.0,"creëren van artistieke, visuele of leerzame materialen","Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.",,S,S1,S1.12,S1.12.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.12,"creëren van artistieke, visuele of leerzame materialen",http://data.europa.eu/esco/skill/S1.12.1,creëren van visuele displays en decoraties,"Creating, designing and arranging graphics, visual representations, displays, exhibits or decorations.","Excludes:
- Creating artistic designs

Examples:
- Create flower arrangements
- Set up merchandise displays
- Decorate indoor or outdoor spaces
- Display merchandise
- Design customised maps",S,S1,S1.12,S1.12.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.12,"creëren van artistieke, visuele of leerzame materialen",http://data.europa.eu/esco/skill/S1.12.2,ontwerpen van leerzaam materiaal en promotiemateriaal,"Creating and developing materials for instructional, educational, advertising or promotional purposes","Examples:
- Design materials for multimedia campaigns
- Prepare lesson content
- Prepare presentation material",S,S1,S1.12,S1.12.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.12,"creëren van artistieke, visuele of leerzame materialen",http://data.europa.eu/esco/skill/S1.12.3,creëren van artistieke ontwerpen en uitvoeringen,"Creating original works of art such as pictures and sculptures, or creating artistic performances such as dance and drama for live or recorded performance.","Examples:
- Devise choreography
- Create sculptures
- Design a music show",S,S1,S1.12,S1.12.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.13,schrijven en samenstellen,,,"Writing text or composing music, creating original work with regard to format, style and content.","Excludes:
- General writing abilities/literacy
- Writing computer programmes/coding",S,S1,S1.13
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.13,schrijven en samenstellen,http://data.europa.eu/esco/skill/S1.13.0,schrijven en samenstellen,"Writing text or composing music, creating original work with regard to format, style and content.","Excludes:
- General writing abilities/literacy
- Writing computer programmes/coding",S,S1,S1.13,S1.13.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.13,schrijven en samenstellen,http://data.europa.eu/esco/skill/S1.13.1,componeren van muziek,Composing and arranging music.,"Excludes:
- Composing lyrics

Examples:
- Compose music
- Orchestrate music
- Develop original melodies
- Improvise music",S,S1,S1.13,S1.13.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.13,schrijven en samenstellen,http://data.europa.eu/esco/skill/S1.13.2,artistiek en creatief schrijven,"Writing original text of a creative nature for artistic, journalistic, promotional or similar purposes.","Excludes:
- Revising translations
- Writing computer programmes / coding
Do not use for general writing abilities/literacy.

Examples:
- Write storylines
- Create script for artistic production
- Write headlines
- Perform copywriting",S,S1,S1.13,S1.13.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.13,schrijven en samenstellen,http://data.europa.eu/esco/skill/S1.13.3,technisch of academisch schrijven,"Writing original text of a primarily functional, technical or academic nature; editing text.","Excludes:
- Revising translations
- Writing computer programmes / coding
Do not use for general writing abilities/literacy.

Examples:
- Write manuals
- Draft legislation
- Provide user documentation",S,S1,S1.13,S1.13.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.14,optreden en vermaken,,,Undertaking activities to entertain an audience or improve personal abilities.,,S,S1,S1.14
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.14,optreden en vermaken,http://data.europa.eu/esco/skill/S1.14.0,optreden en vermaken,Undertaking activities to entertain an audience or improve personal abilities.,,S,S1,S1.14,S1.14.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.14,optreden en vermaken,http://data.europa.eu/esco/skill/S1.14.1,beoefenen van sport,"Performing and practising athletic activities for fitness, competition, or artistic purposes.","Examples:
- Participate in athletic events
- Perform stunts
- Participate in physical training",S,S1,S1.14,S1.14.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.14,optreden en vermaken,http://data.europa.eu/esco/skill/S1.14.2,uitvoeren van artistieke en culturele activiteiten,"Performing, practising or rehearsing music, dance, drama, ceremonies or other types of performance (excluding athletic performance) for a live audience, or as part of a recording session.","Excludes:
- Participating in sports performances
- Performing stunts

Examples:
- Perform dance or music
- Tell stories
- Perform music in a recording studio 
- Perform religious ceremonies
- Rehearse performances",S,S1,S1.14,S1.14.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.14,optreden en vermaken,http://data.europa.eu/esco/skill/S1.14.3,uitvoeren van spelactiviteiten,Carrying out gaming operations in gambling establishments and participating in gambling games.,"Examples:
- Conduct gambling games",S,S1,S1.14,S1.14.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.15,gebruikmaken van meer dan één taal,,,"Using more than one language or dialect to communicate verbally or in written form, or to translate from one language to another.","Excludes:
- Skills and knowledge related to a specific language or dialect.",S,S1,S1.15
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.15,gebruikmaken van meer dan één taal,http://data.europa.eu/esco/skill/S1.15.0,gebruikmaken van meer dan één taal,"Using more than one language or dialect to communicate verbally or in written form, or to translate from one language to another.","Excludes:
- Skills and knowledge related to a specific language or dialect.",S,S1,S1.15,S1.15.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.15,gebruikmaken van meer dan één taal,http://data.europa.eu/esco/skill/S1.15.1,gebruikmaken van vreemde talen,"Communicating with others in one or more foreign languages or dialects, in spoken or written forms.","Excludes:
- Skills and knowledge related to a specific language or dialect.

Examples:
- Employ foreign languages in care
- Communicate commercial and technical issues in foreign languages
- Speak dialect",S,S1,S1.15,S1.15.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/S1.15,gebruikmaken van meer dan één taal,http://data.europa.eu/esco/skill/S1.15.2,vertalen en tolken,"Translate one language into another language in written or spoken form. Match words and expressions with their corresponding brothers in other languages, while making sure that the message and nuances of the original text are preserved.","Excludes:
- Skills and knowledge related to a specific language or dialect.

Examples:
- Translate spoken language
- Translate texts
- Interpret languages in conferences",S,S1,S1.15,S1.15.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S2,informatievaardigheden,,,,,"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.",,S,S2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S2,informatievaardigheden,http://data.europa.eu/esco/skill/S2.0,informatievaardigheden,,,"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.",,S,S2,S2.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S2,informatievaardigheden,http://data.europa.eu/esco/skill/S2.0,informatievaardigheden,http://data.europa.eu/esco/skill/S2.0.0,informatievaardigheden,"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.",,S,S2,S2.0,S2.0.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S2,informatievaardigheden,http://data.europa.eu/esco/skill/S2.1,uitvoeren van studies en onderzoeken,,,"Conducting studies, investigations, and examinations to increase knowledge and understanding, diagnose problems or identify needs and requirements.",,S,S2,S2.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S2,informatievaardigheden,http://data.europa.eu/esco/skill/S2.1,uitvoeren van studies en onderzoeken,http://data.europa.eu/esco/skill/S2.1.0,uitvoeren van studies en onderzoeken,"Conducting studies, investigations, and examinations to increase knowledge and understanding, diagnose problems or identify needs and requirements.",,S,S2,S2.1,S2.1.0
